"GEO_ID","NAME","P1_001N",
"Geography","Geographic Area Name"," !!Total",
"1400000US39049010203","Census Tract 102.03; Franklin County; Ohio","4486",
"1400000US39049010204","Census Tract 102.04; Franklin County; Ohio","6684",
"1400000US39049010300","Census Tract 103; Franklin County; Ohio","2665",
"1400000US39049010401","Census Tract 104.01; Franklin County; Ohio","2641",
"1400000US39049010402","Census Tract 104.02; Franklin County; Ohio","5411",
"1400000US39049010501","Census Tract 105.01; Franklin County; Ohio","5037",
"1400000US39049010502","Census Tract 105.02; Franklin County; Ohio","3411",
"1400000US39049010601","Census Tract 106.01; Franklin County; Ohio","5364",
"1400000US39049010602","Census Tract 106.02; Franklin County; Ohio","7124",
"1400000US39049010700","Census Tract 107; Franklin County; Ohio","1420",
"1400000US39049010900","Census Tract 109; Franklin County; Ohio","4983",
"1400000US39049980000","Census Tract 9800; Franklin County; Ohio","5",
